,Nom de l'entreprise,Numéro et voie,Ville,Code postal,Commune,Numéro de téléphone,Numéro de fax,Site internet,E-mail générique,Numéro Siren,"Chiffre d'affaires net (H.T.)
kEUR
Dernière année disp.","Chiffre d'affaires net (H.T.)
kEUR
Année - 1","Dirigeant
Nom complet","Dirigeant
Personne physique ou morale",Description de l’activité,Activité principale de l'entreprise INSEE,"NAF Rév. 2, code principal (code)","Dirigeant
Age","Dirigeant
Nom",Commentaires 
4080.,AUTOCARS PAYAN,1 AVENUE DU STADE,SISTERON,04200,Sisteron,04 92 61 12 26,04 92 61 25 31,www.payan-voyages.com,info@payan-voyages.com,307513812,"3,521","3,658",M. Philippe M Payan,Personne,"Transport routier de voyageurs, transport en petite messagerie et en objets quelconques et transport par autocars.",Transports routiers réguliers de voyageurs,4939A,56,M Payan,
9548.,ETABLISSEMENT DESSAUD,LES GRANDES BLACHES,MISON,04200,Mison,04 92 62 28 03,04 92 62 20 42,www.dessaud.com,dessaud@alarme-service.fr,514129766,"1,113","1,024",M. Denis Dessaud,Personne,"Activités liées aus systèmes de sécurité, surveillance, maintenance, installation, marchands de biens.",Activités liées aux systèmes de sécurité,8020Z,47,Dessaud,
6335.,SARL ALPES NETTOYAGE ET ENTRETIEN,66 ROUTE DE GAP,SISTERON,04200,Sisteron,04 92 61 04 03,,,,318586633,"2,122","2,179",M. Alain Aude,Personne,"Entreprise de nettoyage, entretien, assainissement, lutte anti-parasitaire et collecte de déchets , création et entretien d'espaces verts. Isolation et petites réparations immobilières. Location de matériel par création, acquisition, prise en gérance, mise en gérance ou autrement .",Autres activités de nettoyage des bâtiments et nettoyage industriel,8122Z,59,Aude,
4496.,AMBULANCES VOLPE,45 ROUTE DE MARSEILLE,SISTERON,04200,Sisteron,04 92 61 09 49,,,,379002561,"3,176","3,018",M. Sebastien Volpe,Personne,"Transports de corps et de sang par tous moyens de taxis, location et vente de matériel médical. Taxi, taxi camionnette transport postal petits déménagements transport public de voyageurs transport d'enfants exploitation aire lavage véhicules. Activités créées   mécanique, location de véhicules avec ou sans chauffeur.",Ambulances,8690A,45,Volpe,
1891.,CSDU 04,VALLON DE SERRAIRES,VALENSOLE,04210,Valensole,04 92 74 63 68,04 92 75 62 08,www.csdu04.com,csdu04@orange.fr,494895790,"7,049","6,622",M. Jean-Paul Deo,Personne,"Enlèvement, traitement d'ordures ménagères et de déchets de toute nature , commercialisation des produits résultant de la valorisation des déchets. Etudes et travaux se rattachant à cette activité .",Traitement et élimination des déchets non dangereux,3821Z,73,Deo,
2908.,SMAG,LES GRANDES MARGES,VALENSOLE,04210,Valensole,04 92 74 88 71,04 92 74 88 50,www.smag-travaux-publics.com,smag-valensole@wanadoo.fr,335145686,"4,876","4,978",M. Jean Pierre M Jaubert,Personne,"Tous travaux de préparation et de terrassements courants préalables aux travaux d'infrastructure générale construction de chaussées travaux agricoles et forestiers, génie civil et travaux publics. Location de matériels.",Travaux de terrassement courants et travaux préparatoires,4312A,61,M Jaubert,
8386.,BELTRAMONE,ZONE ARTISANALE BAISSE STE ANNE,VALENSOLE,04210,Valensole,,04 92 74 86 98,,,420594202,"1,427","1,644",M. Vincent Beltramone,Personne,"Électricité industrielle et du bâtiment, basse et moyenne tension, alarmes contre l'incendie et éclairage public.",Travaux d'installation électrique dans tous locaux,4321A,55,Beltramone,
2564.,DIVISION MARKETING PROVENCE,ROUTE D ORAISON,VALENSOLE,04210,Valensole,04 92 74 98 07,04 92 74 98 06,,cheminsdeprovence@wanadoo.fr,377844279,"5,435","4,886",M. Tae Suh,Personne,"Adjonction d'activité: conditionnement, distribution de tous produits cosmétiques, savonnerie, parfums, soins du corps et parfums d'ambiance, ainsi que de tous produits liés à l'entretien , vente en gros, en demi-gros ou au détail et import-export.",Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,4645Z,43,Suh,
3043.,ETABLISSEMENTS NEVIERE,ROUTE DE MANOSQUE,VALENSOLE,04210,Valensole,04 92 74 85 28,04 92 74 94 16,www.neviere.fr,michel.neviere@wanadoo.fr,411930027,"4,680","4,416",M. Michel Neviere,Personne,"Apiculture, vente, achat, fabrication de matériel apicole et emballages , produits de toilette, produits alimentaires, bimbeloterie, confiserie, pâtisserie, produits de beauté, lavande et autres parfums, cosmétiques, vente d'articles de souvenirs, de boissons.",Commerce de gros (commerce interentreprises) de matériel agricole,4661Z,55,Neviere,
4348.,ALPES ENERGIES NOUVELLES,10 ZONE ARTISANALE,CORBIERES,04220,Corbières,,,,,501355093,"3,272","2,274",M. Sebastien Amprimo,Personne,"Vente et installation de chauffe eau solaires, pompes à chaleur, chauffages solaires, photovoltaïques, et tous produits liés aux énergies renouvelables.",Travaux d'installation d'équipements thermiques et de climatisation,4322B,38,Amprimo,
9028.,MENUISERIE BASSANELLI,ZONE ARTISANALE B BLANCHES,STE TULLE,04220,Sainte-Tulle,04 92 78 31 74,,,,350551255,"1,249","1,327",M. Gilles Bassanelli,Personne,,Travaux de menuiserie métallique et serrurerie,4332B,49,Bassanelli,
2805.,SARL EQUIP FROID,LES BASTIDES BLANCHES,STE TULLE,04220,Sainte-Tulle,04 92 78 21 34,04 92 78 21 35,,,429065618,"5,029","2,783",M. Franck Feles,Personne,"Le commerce de gros en fournitures et équipements divers concernant le froid, le chaud industriel, le traitement de l'eau et les énergies nouvelles, ainsi que l'installation des dits matériels. Le commerce de gros ordinateurs, d'équipements informatiques, périphériques et progiciels. L'achat et la vente de matériel aéronautique, automobile et industriel ainsi que la réparation, la réparation, la maintenance et l'exploitation desdits matériels.",Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,4669C,47,Feles,
1114.,PRODIA SAS,LOTISSEMENT 1,STE TULLE,04220,Sainte-Tulle,04 92 72 41 85,04 92 72 17 32,,,303616312,"10,456","10,283",M. Bernard Perret,Personne,,Commerce de gros (commerce interentreprises) de produits chimiques,4675Z,58,Perret,
685.,SOCIETE DES BISCOTTES FAISSOLE,BOULEVARD FERNAND FAISSOLE,ANNOT,04240,Annot,04 92 83 23 01,04 92 83 31 78,www.faissole.fr,faissole@faissole.fr,310531538,"14,225","14,114",M. Jean Vilaca,Personne,Fabrication de biscottes et produits de regime et pain,"Fabrication de biscuits, biscottes et pâtisseries de conservation",1072Z,54,Vilaca,
5892.,SARL SOCIETE ALPINE DES BOIS,LES GILOTIERES,SALIGNAC,04290,Salignac,04 92 62 67 58,04 92 61 08 59,www.societe-alpine-des-bois.com,alpinedesbois@orange.fr,306666678,"2,308","2,067",M. Franco M Pesce,Personne,"Entreprise de travaux agricoles et forestiers, exploitation forestiere, negoce du bois, scierie",Exploitation forestière,0220Z,49,M Pesce,
6667.,MANSUY,142 CHEMIN DE LA NOVIEILLE,VOLONNE,04290,Volonne,04 92 64 03 60,,,,304265622,"1,986","1,917",M. Lionel Mansuy,Personne,"Entreprise de travaux d'électricité générale et d'installations électriques en tous genres , toutes activités de plomberie tuyauterie zinguerie chauffage et sanitaire tous travaux de mise en place et de conduites, câbles et autres, ainsi que tous travaux de terrassements aménagements immobiliers et travaux publics. Maîtrise d'oeuvre de base et complémentaires. Conception du bâtiment à construire ou à rénover, direction de l'exécution des marches de travaux, le suivi du règlement des travaux et de leur réception, ainsi qu'aux activités de construction de bâtiment, maçonnerie et travaux publics.",Travaux d'installation électrique dans tous locaux,4321A,46,Mansuy,
1742.,DISTILLERIES ET DOMAINES DE PROVENCE,LIEU DIT DES CHALUS,FORCALQUIER,04300,Forcalquier,04 92 75 71 62,04 92 75 11 85,www.distilleries-provence.com,info@distilleries-provence.com,353725732,"7,557","7,564",M. Alain Robert,Personne,,Production de boissons alcooliques distillées,1101Z,68,Robert,
3452.,CIEL D'AZUR LABS,LIEU DIT PITAUGIER,MANE,04300,Mane,04 92 74 63 47,,,,417880895,"4,156","3,553",M. Michel Touveron,Personne,,Fabrication de parfums et de produits pour la toilette,2042Z,61,Touveron,
2080.,PASCALE FOODS INTERNATIONAL,9 AVENUE MARCEL ANDRE,FORCALQUIER,04300,Forcalquier,04 92 72 67 67,04 92 77 85 48,,,523985455,"6,518","6,512",Mme Pascale Esmiol,Personne,"Achat, vente, négoce, national et international, de tous produits alimentaires.",Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,4638B,58,Esmiol,
6481.,ANSEMBLE HAUTE PROVENCE,15 B PLACE DU BOURGUET,FORCALQUIER,04300,Forcalquier,04 92 75 16 13,04 92 75 39 27,ansemble.fr,,445138738,"2,054","1,864",M. Eric Isoard,Personne,Expertise comptable.,Activités comptables,6920Z,55,Isoard,
6214.,GILLI SERVICES,ZONE ARTISANALE PITAUGIER,MANE,04300,Mane,04 92 75 03 60,04 92 79 58 32,www.gilli-services-nettoyage.fr,gilli.services@wanadoo.fr,537658437,"2,161","2,108",M. Stephane Gilli,Personne,Nettoyage et entretien de tous types de bâtiments-ponçage et traitement des sols-nettoyage et rénovation après sinistre.,Nettoyage courant des bâtiments,8121Z,49,Gilli,
4427.,SOC DE DIFFUS CONFISERIE MIEL MANON,2 ZONE INDUSTRIELLE ST PIERRE,PEYRUIS,04310,Peyruis,04 92 68 00 13,04 92 68 10 11,www.manonchocolat.fr,manon.chocolats@wanadoo.fr,707050035,"3,221","2,980",M. Manon Pierre M,Personne,,"Fabrication de cacao, chocolat et de produits de confiserie",1082Z,68,M,
585.,SOPHIM,LA CASSINE,PEYRUIS,04310,Peyruis,04 92 33 17 17,04 92 33 17 18,www.sophim.com,alexis@sophim.com,338026248,"15,528","12,310",M. Jacques Margnat,Personne,"Fabrication d'ingrédients cosmétiques, dérivés d'huiles naturelles",Fabrication d'huiles essentielles,2053Z,71,Margnat,
9374.,HAUTE PROVENCE PRESSE,LA CASSINE,PEYRUIS,04310,Peyruis,,04 92 34 57 62,,phisicard@free.fr,403924459,"1,158","1,242",M. Philippe Sicard,Personne,Dépôt de presse.,Intermédiaires spécialisés dans le commerce d'autres produits spécifiques,4618Z,60,Sicard,
5362.,ATELIERS DE LA VALLEE DES DUYES,12 ESPACE ECONOMIQUE SAINT PIERRE,PEYRUIS,04310,Peyruis,04 92 34 61 90,04 92 34 78 39,,apvd.secretariat@orange.fr,380437186,"2,596","2,405",M. Johann Huillier,Personne,"Adjonction d'activité: fabrication, vente de pain, de viennoiserie et de pâtisserie , entretien d'espaces verts et tous travaux d'entretien du bâtiment.",Commerce de gros (commerce interentreprises) d'autres biens domestiques,4649Z,40,Huillier,
4511.,HENRI CONIL MATERIAUX SARL,ROUTE DEPARTEMENTALE 4096,PEYRUIS,04310,Peyruis,04 92 68 00 01,04 92 68 09 54,www.gedimat.fr,conil@gedimat.fr,379168644,"3,163","2,916",M. Jean Marie Conil,Personne,"Adjonction d'objet social : transport public routier de marchandises, location de vehicules industriels avec ou sans chauffeur",Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,4673A,58,Conil,
2585.,SCOMI ANTICOR,6 IMPASSE DES AMANDIERS,PEYRUIS,04310,Peyruis,04 92 68 69 70,04 92 68 69 71,www.anticor-chimie.com,info@scomianticor.com,388216616,"5,398","3,262",M. Ramesh Veetikat Ramachandran,Personne,"Recherche, developpement et exploitation de nouveaux produits et materiel de controle et d'application desdits produits destines au traitement des petroles bruts ou raffines, ainsi que des produits de lutte contre la pollution notamment terrestre et marine","Activités spécialisées, scientifiques et techniques diverses",7490B,52,Veetikat Ramachandran,
6360.,TERRES ET TRADITIONS,LE MOULIN,ST LIONS,04330,Saint-Lions,04 92 34 23 07,04 92 34 23 10,,,392256822,"2,108","1,948",M. Frederic Allegre,Personne,"Achat vente fabrication importation courtage de terreau de terres de bruyères, écorces, substrats, tous produits lies à la terre et à ses dérivés.",Fabrication de produits azotés et d'engrais,2015Z,57,Allegre,
4505.,MOULIN PICHARD,CHEMIN DU MOULIN,MALIJAI,04350,Malijai,04 92 34 01 04,04 92 34 54 69,www.moulinbio-pichard.fr,contact@moulinbio-pichard.fr,385060942,"3,169","2,811",M. Stephane Pichard,Personne,Meunerie,Meunerie,1061A,46,Pichard,
2302.,BLANC MATERIAUX,,COLMARS,04370,Colmars,04 92 83 44 26,,,pascale-jacon@samse.fr,321200594,"5,988","5,952",M. Francis Blanc,Personne,"Négoce de  matériaux de construction, fourniture et pose de matériel. Agencement d'espaces verts.",Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,4673A,62,Blanc,
4766.,SOCIETE D'EXPLOITATION FORESTIERE DE L'UBAYE,Les Thuiles,LES THUILES,04400,Les Thuiles,04 92 81 36 36,04 92 81 92 63,www.forest-ubaye.com,forest.ubaye@wanadoo.fr,352800437,"2,979","2,961",M. Bernard Sicard,Personne,"Adjonction d'activité: travaux forestiers, aménagements et travaux de terrassement , location de matériel logistique. Transport pour le compte propre, au service des collectivités et des particuliers.",Exploitation forestière,0220Z,54,Sicard,
2688.,SARL L.A.A.R.,Les Thuiles,LES THUILES,04400,Les Thuiles,04 92 81 11 58,04 92 81 90 71,,,338481401,"5,228","4,640",M. Renato Andreis,Personne,"Achat, vente, montage de materiels specialises pour le transport et le depannage de tous vehicules et achat et vente de ces vehicules neufs et d'occasion et pieces detachees se rapportant aux materiels de depannage",Fabrication de carrosseries et remorques,2920Z,70,Andreis,
4906.,COUTTOLENC FRERES,HM,ENCHASTRAYES,04400,Enchastrayes,,04 92 81 28 65,,welcome@skipass-sauze.com,782396105,"2,881","2,223",M. Eric Couttolenc,Personne,,Téléphériques et remontées mécaniques,4939C,59,Couttolenc,
9893.,DIFFUSION IMMOBILIER,3 AVENUE DES 3 FRERES ARNAUD,BARCELONNETTE,04400,Barcelonnette,04 92 81 44 23,04 92 81 36 50,,,310700430,"1,037","1,049",M. Benoit Coste,Personne,,Agences immobilières,6831Z,47,Coste,
7848.,L'ATELIER DES LAVANDES,ROUTE DE DIGNE,PUIMOISSON,04410,Puimoisson,04 92 74 54 04,04 92 74 30 38,,latelier-des-lavandes@wanadoo.fr,432281335,"1,571","1,542",M. Stephane Arnoux,Personne,"Pose et fabrication de charpentes métalliques, serrurerie, ferronnerie.",Fabrication de structures métalliques et de parties de structures,2511Z,49,Arnoux,
3882.,BORDA,LES HAUTES CONDAMINES,PUIMOISSON,04410,Puimoisson,04 92 74 54 14,04 92 74 08 93,www.borda.fr,serge@borda.fr,513984187,"3,712","3,420",M. Serge M Borda,Personne,"Négoce de gros et de détail de tous outillages et matériels agricoles y compris les matériels tractés ou auto-tracteurs, accessoires, pièces détachées nécessaires ou utiles à ces outillages et matériels, la réparation desdits outillages et matériels agricoles, le négoce et la réparation de tous véhicules automobiles, remorques et autre engins roulants neufs et d'occasion, le commerce de détail d'accessoires et d'équipement desdits véhicules.",Commerce de gros (commerce interentreprises) de matériel agricole,4661Z,46,M Borda,
5312.,ALPES PROVENCES MENUISERIES,AVENUE BEAU DE ROCHAS,AIGLUN,04510,Aiglun,04 92 35 58 05,04 92 35 33 72,,,442006748,"2,628","2,289",M. Julien Rey,Personne,"Pose et vente de menuiseries en aluminium, en bois ou en P.V.C . et de toutes fermetures du bâtiment .",Travaux de menuiserie bois et PVC,4332A,36,Rey,
8960.,FANTO PIERRE,ZONE D ACTIVITES ECONOMIQUE,AIGLUN,04510,Aiglun,,,,,439971151,"1,269","1,229",Mme Florence Fanto,Personne,Non precisée.,Commerce de gros (commerce interentreprises) alimentaire non spécialisé,4639B,39,Fanto,
2182.,GILLY,QUAI VALLONNIER,LE CHAFFAUT ST JURSON,04510,Le Chaffaut-Saint-Jurson,09 67 10 75 87,04 92 34 75 87,,gilly.gaston@wanadoo.fr,481065787,"6,273","6,354",M. Gaston Gilly,Personne,"Vente de matériel, neufs ou d'occasion, entretien, réparation, de matériel agricole et vente de pièces détachées.",Commerce de gros (commerce interentreprises) de matériel agricole,4661Z,79,Gilly,
9042.,CODA-DALLMAYR VENDING ET OFFICE,PARC D ACTIVITES ST PIERRE,LE CHAFFAUT ST JURSON,04510,Le Chaffaut-Saint-Jurson,04 92 34 77 04,04 92 34 77 16,,codaservices@wanadoo.fr,401849302,"1,244","1,178",M. Patrizio Cortesi,Personne,"Vente, location, dépôt de distributeurs automatiques et de fontaines à eau , traitement de l'eau, activités multiservice dont location de téléviseurs, presse, bazar, propreté, publicité , vente à titre sédentaire et ambulant de produits alimentaires. Soins esthétiques. Vente à titre sédentaire et ambulant de produits cosmétiques, ainsi que toutes opérations commerciales se rattachant, directement ou indirectement, à l'objet précité .","Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.",4799B,51,Cortesi,
5783.,AMBULANCES DIGNOISES,16 VOIE DU PRE DE L ESCALE,AIGLUN,04510,Aiglun,04 92 31 02 92,04 92 36 00 07,,,433784451,"2,356","2,309",M. Frederic Basile,Personne,"Transport sanitaire (activité d'ambulance, VSL) transport de corps (avant mise en Biere) et activité accessoires, taxis, transport de personnes.",Ambulances,8690A,46,Basile,
2771.,SARE,LE FOURNAS,CHATEAU ARNOUX ST AUBAN,04600,Château-Arnoux-Saint-Auban,04 92 62 67 10,,www.sare04.fr,,391018264,"5,074","3,719",M. Julien Bague,Personne,"Entreprise generale du batiment, genie civil et travaux publics et prives concernant les terrassements et canalisations souterraines et aeriennes et construction de tous batiments, location de main d'oeuvre et de materiel",Travaux d'installation électrique dans tous locaux,4321A,37,Bague,
9496.,SOCIETE FORESTIERE DE LA DURANCE,MONTEE DES ROMARINS,MONTFORT,04600,Montfort,,,,,403929466,"1,125",960,M. Jean-Pierre Gros,Personne,"L'entretien de végétation, entretien péri-urbain, entretien de cours d'eau, tonte, débardage, travaux forestiers, élagage, débroussaillage, exploitation forestière.",Services d'aménagement paysager,8130Z,53,Gros,
9725.,TRABUC RN,ZONE ARTISANALE HUBAC CHADOURENE,CHAMPTERCIER,04660,Champtercier,04 92 31 57 71,04 92 31 57 71,www.trabuc-rn-transport.fr/,traduc.m@gmail.com,398858837,"1,073","1,065",M. Roland Trabuc,Personne,,Transports routiers de fret de proximité,4941B,54,Trabuc,
1788.,FRANCOIS DOUCET CONFISEUR,ZONE ARTISANALE DES BOUILLOUETTE,ORAISON,04700,Oraison,04 92 78 61 15,04 92 79 85 00,www.francois-doucet.com,contact@francois-doucet.com,310727151,"7,408","7,616",M. Bruno M Doucet,Personne,,"Fabrication de cacao, chocolat et de produits de confiserie",1082Z,55,M Doucet,
9951.,IES LABO,ARTISANALE,ORAISON,04700,Oraison,04 92 72 55 55,04 92 72 55 56,www.ieslabo.com,standard@ieslabo.com,334042496,"1,024","4,250",M. Philippe Bernhard Tischhauser,Personne,"Production de matières premières végétales essentiellement pour la cosmétique, commercialisation et exploitation.",Fabrication de parfums et de produits pour la toilette,2042Z,63,Tischhauser,
5971.,MOOVING SARL,1264 AVENUE DE TRAVERSETOLO,ORAISON,04700,Oraison,04 92 79 77 03,04 92 79 77 04,,,343208948,"2,272","1,987",Mme Inge Barbier,Personne,"Conception, adaptation, développement, commercialisation , location d'articles de loisirs, fabrication sous-traitance.",Fabrication d'articles de sport,3230Z,50,Barbier,
